Bolagsnamn;Info;Info;Info;Info;Info;Info;Info;Kursutveck.;Kursutveck.;Utdelning;Utdelning;P/E;P/S;P/B;EV;Volym;ROE;ROE;ROIC;ROIC;Vinsttillväxt;Vinsttillväxt;FCF;FCF;Börsvärde;Antal Aktier;Vinst/Aktie;Trad.volym;Volatilitet
;Land;Lista;Sektor;Bransch;Ticker;Instrument;Rapport;Utveck.  5 år;Utveck.  3 år;Snitt 5 år;Snitt 3 år;Senaste;Senaste;Senaste;Senaste;Snitt 100d;Snitt 3 år;Snitt 5 år;Snitt 5 år;Snitt 3 år;År. tillv. 5 år;År. tillv. 3 år;Snitt 5 år;Snitt 3 år;Senaste;Senaste;Senaste;Volym 50d;St.avk. 100d
Nordic Leisure AB;Sverige;First North;Sällanköpsvaror;Betting & Spel;NLAB;Aktier;Q1-2018;6.407407;5.916426;;;28.50356;5.861868;5.43603;1420.805;168320.5;0.1963363;0.09398553;0.1512057;0.3345343;-0.08376496;;-13.11016;-30.01627;1502.64;62.61;0.842;0.002114318;58.02887
Nordic Mining;Norge;Oslo Axess;Material;Gruv & Metall;NOM;Aktier;Q1-2018;0.2716679;-0.4091404;;;-6.527464;;2.885454;256.6995;267121.1;-0.4093089;-0.4863999;-1.035323;-0.8700815;;;-36.0288;-49.274;321.2665;92.584;-0.5316;0.003046803;44.36137
Nordic Nanovector;Norge;OB Match;Hälsovård;Läkemedel;NANO;Aktier;Q4-2017;;0.4261364;;;-8.379516;8152.347;3.622658;1705.438;372453.6;-0.307749;;;;;;;-184.4637;2462.009;49.044;-5.9908;0.01072582;86.35638
Nordic Semiconductor;Norge;OB Match;Informationsteknik;Kommunikation;NOD;Aktier;Q1-2018;1.80829;-0.02342341;;;154.372;4.447864;8.936959;8676.442;596191.3;0.05575755;0.1184053;0.1503991;0.06063512;-0.004218373;-0.3517747;-3.12106;10.42104;8769.289;161.795;0.3511;0.003916131;43.22762
Nordic Shipholding;Denmark;Small Cap;Industri;Tjänster & Leverans;NORDIC;Aktier;Q1-2018;-0.1617647;-0.5210084;;;-8.742332;1.115256;1.055146;683.6808;25674.29;-0.1138834;;;-0.03944495;;;;18.8491;231.5101;406.158;-0.0652;3.64E-05;46.11847
Nordic Waterproofing;Sverige;Mid Cap;Industri;Byggprodukter;NWG;Aktier;Q1-2018;;;2.25;3.75;13.8682;0.8258235;1.801847;2176.091;76469.38;0.1422899;0.1297147;0.1057326;0.1156358;-0.01718404;0.1836032;53.92;2.333333;1883.291;24.083;5.6388;0.002881069;29.75414
Nordjyske Bank;Denmark;Mid Cap;Finans & Fastighet;Bank;NORDJB;Aktier;Q1-2018;1;0.7260274;;4.266667;11.13573;3.921148;1.213744;3389.254;28872.52;0.08913013;;;0.01288441;;;;;3470.796;18.364;16.9724;0.00218747;66.32047
Norsk Hydro;Norge;OBX;Material;Gruv & Metall;NHY;Aktier;Q1-2018;0.9446315;0.418281;1.35;1.583333;11.66596;0.8149272;1.232696;124823.1;6757520;0.08936378;0.06070495;0.04805556;0.07052423;;0.6512169;2847.4;1855;106299.1;2045;4.4557;0.003706091;30.21272
North Energy;Norge;Oslo Axess;Energi;Olja & Gas;NORTH;Aktier;Q4-2017;-0.622353;0.1396449;0.1;0.1666667;10.91837;109.3393;0.5459285;198.5995;289364;-0.04862168;-0.2006327;-0.1627256;-0.01042156;;;68.9836;129.8397;229.2845;119.047;0.1764;0.00154311;39.0297
North Media;Denmark;Small Cap;Sällanköpsvaror;Hotell, restaurang & nöje;NORTHM;Aktier;Q4-2017;2.2;1.509804;;0.5;26.92847;0.8562508;1.548275;621.112;16432.32;-0.03297969;;;-0.027582;;;;-0.4666672;770.112;20.055;1.426;0.000428067;33.98053
Northern Drilling;Norge;Oslo Axess;Energi;Olja & Gas;NODL;Aktier;Q4-2017;;;;;-147.3477;;1.60251;5177.871;488449.8;;;;;;;;;5831.25;77.75;-0.509;0.01165577;25.26327
Norway Royal Salmon;Norge;OB Match;Dagligvaror;Livsmedel;NRS;Aktier;Q1-2018;5.570799;1.76875;4.8;6.633333;14.92852;1.476775;3.718958;8214.662;133738;0.2833781;0.2589058;0.1792502;0.2114884;0.1132815;0.310819;159.8802;211.1827;7720.958;43.572;11.8699;0.003443055;39.70521
Norwegian Air Shuttle;Norge;OBX;Industri;Tjänster & Leverans;NAS;Aktier;Q1-2018;-0.1484481;-0.1656199;;;7.935285;0.2774146;4.384538;33750.77;749510.6;0.2522607;0.06647836;0.000677845;0.02835971;0.2831184;0.6572862;-3391.016;-3159.433;9025.571;35.759;31.8073;0.02725166;94.11148
Norwegian Energy;Norge;OB Match;Energi;Olja & Gas;NOR;Aktier;Q4-2017;-0.9954479;2.632353;;;26.95722;105.1331;2.185719;1669.331;21491.42;1.786903;1.196177;0.1785799;0.3116778;;;333.6;270.6667;1051.331;7.094;5.4976;0.004782405;129.5192
Norwegian Finans;Norge;OBX;Finans & Fastighet;Bank;NOFI;Aktier;Q1-2018;;2.159003;;;9.938382;4.110692;2.712332;16746.49;481114.8;0.2810671;0.2819245;0.03259196;0.03537966;;0.42956;-378.0546;-286.9427;16713.27;185.703;9.0558;0.002612971;31.2829
Norwegian Property;Norge;OB Match;Finans & Fastighet;Fastigheter;NPRO;Aktier;Q1-2018;0.2650177;0.06336627;0.062;0.08666667;4.792931;7.504862;0.7637606;12693.42;296757.9;0.1511213;0.1158136;0.05653428;0.07532013;;0.367831;478.56;985;5889.816;548.4;2.2408;0.000452872;22.4345
NOTE;Sverige;Small Cap;Informationsteknik;Elektronisk utrustning;NOTE;Aktier;Q1-2018;2.735537;1.204878;0.78;0.9;11.3488;0.5408005;1.695763;662.5298;105657.3;0.1622846;0.1396826;0.170194;0.2046729;1.509722;0.1844889;24.7;38.6;652.5298;28.873;1.9914;0.002318779;34.0231
Novo Nordisk;Denmark;Large Cap;Hälsovård;Läkemedel;NOVO B;Aktier;Q1-2018;0.64927;-0.2162683;6.94;7.766666;19.19325;6.746189;16.80127;734165.6;2973696;0.8261935;0.7755934;1.037727;1.08319;0.1164976;0.05183217;33674;35517.67;743254.6;2437.3;15.8884;0.001166799;25.01847
Novotek;Sverige;Small Cap;Informationsteknik;IT-Tjänster;NTEK B;Aktier;Q1-2018;1.518182;0.7204969;1.15;1.25;14.18476;1.206823;2.965859;231.82;9493.08;0.1931473;0.1884034;0.4474055;0.4101169;0.1609389;0.1234224;2.82;-5.366667;293.62;10.6;1.9528;0.000764481;29.25286
Novozymes;Denmark;Large Cap;Hälsovård;Bioteknik;NZYM B;Aktier;Q1-2018;0.6525893;0.007664009;3.9;4.333333;30.52535;6.727428;9.421297;98844.23;634426.2;0.2815765;0.262435;0.2230801;0.2324122;0.0936855;0.05289394;2649.2;2316.333;96276.23;292.9;10.7681;0.002532557;20.8305
Novus;Sverige;Aktietorget;Informationsteknik;Programvara & Internet;NOVU;Aktier;Q3-2018;3.345455;1.133929;0.126;0.1366667;11.14479;0.9564242;3.84625;39.57916;7756.99;0.2266043;0.2305729;8.980783;0.9547918;;0.2889172;1.96525;1.742;49.57816;10.372;0.4289;0.000643336;95.42599
NP3;Sverige;Mid Cap;Finans & Fastighet;Fastigheter;NP3;Aktier;Q1-2018;;0.5561224;2.09;2.6;7.448744;4.675147;1.126293;8442.679;68971.56;0.1679352;0.1402726;0.0545527;0.06196783;0.5374264;0.2895328;-707.5013;-590.6667;3314.679;54.339;8.1893;0.000539677;25.23489
NP3 Pref;Sverige;Mid Cap;Finans & Fastighet;Fastigheter;NP3 PREF;Pref;Q4-2017;;;;;;;;33.42;;;;;;;;;;33.42;1;;;
NPinvestor.com;Denmark;First North;Informationsteknik;IT-Tjänster;NPINV;Aktier;Q3-2017;;;;;;;;0.007996;;;;;;;;;;0.007996;0.001;;;
NRC Group;Norge;OB Match;Informationsteknik;Kommunikation;NRC;Aktier;Q1-2018;;;0.86;1.433333;16.61577;0.9865876;1.942743;2630.566;75049.04;0.09951226;0.09399885;0.1356404;0.1098852;;0.387117;-101.4578;-95.80001;2525.566;41.814;3.6351;0.002188889;20.35426
NTR Holding;Denmark;Small Cap;Finans & Fastighet;Investmentbolag;NTR B;Aktier;Q1-2018;-0.1720931;0.1986531;;;30.93231;1.011577;0.7116849;94.3204;174.29;0.003256721;;;0.003129776;;;;1.166667;80.4204;2.259;1.1509;7.86E-05;36.59738
NTS;Norge;OB Standard;Industri;Tjänster & Leverans;NTS;Aktier;Q1-2018;;1.698413;0.53;0.75;13.19057;2.674265;1.770172;5698.563;2962.1;0.143196;0.1284737;0.0536311;0.06096346;0.02854791;0.3755244;-273.5896;-238.973;3710.556;72.756;3.8664;3.99E-05;43.5522
Nuevolution;Sverige;First North;Hälsovård;Läkemedel;NUE;Aktier;Q2-2018;;;;;-6.168653;58.5891;6.527598;614.5844;20694.24;-0.6467594;;;;;;;-47.895;725.1573;42.858;-2.7429;0.000658576;38.73935
Nurminen Logistics;Finland;Small Cap;Industri;Tjänster & Leverans;NLG1V;Aktier;Q4-2017;-0.75;-0.5901639;;;-12.56281;0.1927329;1.090797;26.1235;10719.8;-0.3777493;-0.3187028;-0.1136481;-0.1073604;;;3.0592;2.860333;14.6265;29.253;-0.0398;0.000288238;39.77142
Oasmia Pharmaceutical;Sverige;Small Cap;Hälsovård;Bioteknik;OASM;Aktier;Q3-2018;-0.65;-0.7765958;;;-5.319149;56.41731;1.870704;794.2374;612971.2;-0.4397706;-0.4006613;-0.4496557;-0.4883706;;;-136.565;-127.6077;680.6184;162.052;-0.7896;0.003492206;65.90907
OB Axess All;Norge;Index;-;-;OAAX;Index;Q4-2017;0.5591797;0.2947368;;;;;;109.47;;;;;;;;;;109.47;1;;;16.04734
OB Oslo 25;Norge;Index;-;-;OSEBX;Index;Q4-2017;0.7907507;0.3648666;;;;;;880.53;;;;;;;;;;880.53;1;;;13.04172
OB Oslo 25 GI;Norge;Index;-;-;OBX;Index;Q4-2017;0.7788991;0.3881151;;;;;;807.3;;;;;;;;;;807.3;1;;;13.90716
OB Oslo All;Norge;Index;-;-;OSEAX;Index;Q4-2017;0.8719092;0.448173;;;;;;1003.83;;;;;;;;;;1003.83;1;;;13.297
OB Oslo Consumer;Norge;Index;-;-;OSE25GI;Index;Q4-2017;1.30518;0.02776705;;;;;;853.17;;;;;;;;;;853.17;1;;;19.17472
OB Oslo Financials;Norge;Index;-;-;OSE40GI;Index;Q4-2017;1.138171;0.4552571;;;;;;1840.26;;;;;;;;;;1840.26;1;;;16.27983
OB Oslo Health;Norge;Index;-;-;OSE35GI;Index;Q4-2017;1.21416;0.1910078;;;;;;594.17;;;;;;;;;;594.17;1;;;34.921
OB Oslo Industrial;Norge;Index;-;-;OSE20GI;Index;Q4-2017;0.7736372;0.2835763;;;;;;428.83;;;;;;;;;;428.83;1;;;14.23577
OB Oslo Oil&Gas;Norge;Index;-;-;OSE10GI;Index;Q4-2017;0.5313514;0.5890694;;;;;;987.4;;;;;;;;;;987.4;1;;;20.3658
OB Oslo Staples;Norge;Index;-;-;OSE30GI;Index;Q4-2017;2.380372;1.048908;;;;;;2307.07;;;;;;;;;;2307.07;1;;;21.61336
OB Oslo Technology;Norge;Index;-;-;OSE45GI;Index;Q4-2017;0.8459345;0.1319612;;;;;;252.45;;;;;;;;;;252.45;1;;;15.55907
OB Oslo Utilities;Norge;Index;-;-;OSE55GI;Index;Q4-2017;2.950442;1.541161;;;;;;986.86;;;;;;;;;;986.86;1;;;22.33522
Obducat;Sverige;NGM;Industri;Produktion;OBDU B;Aktier;Q1-2018;-0.6447761;-0.7796296;;;-1.319144;1.865838;2.119858;69.95058;123262.9;-1.06735;-0.7350464;-0.7502496;-1.089075;;;-34.1334;-42.94767;58.76458;49.382;-0.9021;0.002823755;115.4036
Obducat Pref;Sverige;NGM;Industri;Produktion;OBDU PREF B;Pref;Q4-2017;;;;;;;;1.6;9297.41;;;;;;;;;1.6;1;;;190.3483
Oboya Horticulture;Sverige;First North;Industri;Handel & Distribution;OBOYA B;Aktier;Q4-2017;;-0.1458333;;;1553.03;0.5594509;1.76675;223.0417;5884.46;-0.01822849;;;-0.0127053;;;;-14.189;234.8788;22.915;0.0066;0.000130775;48.76075
ObsteCare;Sverige;Aktietorget;Hälsovård;Läkemedel;OBST;Aktier;Q1-2018;;;;;-17.94393;17.0524;1.867773;31.92868;183397.2;-0.1060337;-0.4298835;-0.4417913;-0.1367463;;;-3.42175;-3.255;38.62368;13.411;-0.1605;0.003217217;153.4462
Ocean Yield;Norge;OB Match;Industri;Tjänster & Leverans;OCY;Aktier;Q1-2018;;0.2876712;5.474;6.073733;10.43517;3.720252;1.61375;22034.05;327331.7;0.1334002;0.1374083;0.05542758;0.05053878;0.09270278;0.001812352;-940.029;-828.2707;10666.65;151.3;6.756;0.00128865;19.15693
Oceanteam;Norge;OB Match;Industri;Tjänster & Leverans;OTS;Aktier;Q2-2017;-0.6926471;-0.8064815;;;0.1707963;0.1063335;0.07644422;238.0381;107654.2;0.04572463;0.01345208;0.01323403;0.03703421;;;108.0305;98.56497;30.92468;29.593;6.1184;;142.2228
Odd Molly;Sverige;Small Cap;Sällanköpsvaror;kläder & Textil;ODD;Aktier;Q1-2018;-0.5239726;-0.6911111;0.7;0.3333333;-4.528425;0.1943021;0.9182588;63.4368;6116.19;-0.0346345;0.009398133;0.01779202;-0.03699496;;;-10.4754;-9.453;79.9528;5.752;-3.0695;0.001147253;40.13195
Oden Control;Sverige;Aktietorget;Industri;Produktion;ODEN;Aktier;Q1-2018;-0.1643836;0.22;;;2440;11.48026;5.715156;15.4944;1573.48;-0.02137055;-0.04917826;-0.04550848;-0.01859125;;;0.1374;0.1313333;15.7624;12.92;0.0005;7.87E-05;213.0296
Odfjell A;Norge;OB Match;Industri;Tjänster & Leverans;ODF;Pref;Q4-2017;0.01023895;0.2436975;0.60176;1.002933;3.615797;0.3549249;0.3700337;9209.836;16467.54;0.06186897;-0.01484809;-0.000997752;0.0347909;;;224.458;785.91;2341.36;79.1;8.1863;0.000129668;30.47612
Odfjell B;Norge;OB Match;Industri;Tjänster & Leverans;ODFB;Aktier;Q4-2017;0.01754386;0.1983471;0.60176;1.002933;3.542504;0.3477305;0.3625331;9162.376;7112.86;0.06186897;-0.01484809;-0.000997752;0.0347909;;;224.458;785.91;2293.9;79.1;8.1863;7.75E-05;28.50429
Odfjell Drilling;Norge;OB Match;Energi;Olja & Gas;ODL;Aktier;Q4-2017;;4.611193;;;27.45946;1.466038;1.26555;16040.22;770166.9;-0.07115537;-0.023177;-0.01273536;-0.0374806;-0.1364668;-0.02606346;349.2546;1279.29;7571.842;198.736;1.3875;0.006792434;38.22174
OEM;Sverige;Mid Cap;Industri;Handel & Distribution;OEM B;Aktier;Q1-2018;1.676471;0.5423729;5.35;5.833333;19.11584;1.484984;4.789834;4330.474;4521.66;0.2667455;0.265312;0.2471648;0.2474303;0.1268584;0.08340788;125;127.6667;4205.474;23.107;9.5209;0.000149079;42.23787
Olav Thon;Norge;OB Match;Finans & Fastighet;Fastigheter;OLT;Aktier;Q4-2017;0.4901961;-0.09253731;1.8;2;4.765697;5.835812;0.6722615;31721.2;30529.66;0.1679417;0.1431269;0.07194135;0.08772639;0.2478729;0.419463;-1512.2;-1202.667;16165.2;106.35;31.8946;0.000374425;16.87063
Olvi;Finland;Mid Cap;Dagligvaror;Livsmedel;OLVAS;Aktier;Q1-2018;0.299915;0.2028302;0.7399999;0.7833333;17.59936;1.83355;2.880415;627.8818;6373.12;0.1626978;0.1553304;0.1527027;0.1697209;0.01490773;0.1735031;29.9524;36.855;635.1948;20.758;1.7387;0.000378202;22.15887
OmniCar;Sverige;Aktietorget;Informationsteknik;Elektronisk utrustning;OMNI;Aktier;Q1-2018;;;;;-15.84976;9.549671;3.261626;106.933;36903.42;0.05271108;;;0.1430706;;;;-15.3195;136.3979;14.495;-0.5937;0.001194906;61.85857
OMX Copen 20;Denmark;Index;-;-;OMXC20;Index;Q4-2017;0.8510074;0.001605718;;;;;;990.9807;;;;;;;;;;990.9807;1;;;15.00527
OMX Copen 20 GI;Denmark;Index;-;-;OMXC20GI;Index;Q4-2017;1.049143;0.06831342;;;;;;312.5554;;;;;;;;;;312.5554;1;;;14.99861
OMX Copen All;Denmark;Index;-;-;OMXCPI;Index;Q4-2017;0.9042509;0.08815961;;;;;;841.1876;;;;;;;;;;841.1876;1;;;12.82185
OMX Copen All GI;Denmark;Index;-;-;OMXCGI;Index;Q4-2017;1.156542;0.1694566;;;;;;1386.625;;;;;;;;;;1386.625;1;;;12.79184
OMX Copen Financials;Denmark;Index;-;-;CX8000PI;Index;Q4-2017;0.7239961;0.08928569;;;;;;2131.863;;;;;;;;;;2131.863;1;;;13.26268
OMX Copen Goods;Denmark;Index;-;-;CX3000PI;Index;Q4-2017;0.7302914;0.04828195;;;;;;1932.204;;;;;;;;;;1932.204;1;;;16.18131
OMX Copen Health;Denmark;Index;-;-;CX4000PI;Index;Q4-2017;1.009602;0.04301183;;;;;;2853.232;;;;;;;;;;2853.232;1;;;18.88632
OMX Copen Industrial;Denmark;Index;-;-;CX2000PI;Index;Q4-2017;0.7011378;0.08103489;;;;;;1630.125;;;;;;;;;;1630.125;1;;;15.57701
OMX Copen Large C;Denmark;Index;-;-;OMXCLCPI;Index;Q4-2017;0.9016471;0.07797316;;;;;;254.8555;;;;;;;;;;254.8555;1;;;13.0872
OMX Copen Mid C;Denmark;Index;-;-;OMXCMCPI;Index;Q4-2017;0.9717438;0.1951966;;;;;;498.6599;;;;;;;;;;498.6599;1;;;12.04152
OMX Copen Oil&Gas;Denmark;Index;-;-;CX0001PI;Index;Q4-2017;3.800396;0.2769637;;;;;;3404.704;;;;;;;;;;3404.704;1;;;28.78901
OMX Copen Sercives;Denmark;Index;-;-;CX5000PI;Index;Q4-2017;0.07742738;-0.03353559;;;;;;864.7479;;;;;;;;;;864.7479;1;;;11.5275
OMX Copen Small C;Denmark;Index;-;-;OMXCSCPI;Index;Q4-2017;0.9274539;0.3458138;;;;;;240.5023;;;;;;;;;;240.5023;1;;;7.206445
OMX Copen Technology;Denmark;Index;-;-;CX9000PI;Index;Q4-2017;1.754402;0.7960824;;;;;;4870.257;;;;;;;;;;4870.257;1;;;24.21461
OMX Copen Telecom;Denmark;Index;-;-;CX6000PI;Index;Q4-2017;0.1108647;-0.01377948;;;;;;1067.32;;;;;;;;;;1067.32;1;;;38.42941
OMX Copen Utilities;Denmark;Index;-;-;CX7000PI;Index;Q4-2017;-0.01586368;0.2055678;;;;;;518.364;;;;;;;;;;518.364;1;;;22.81786
Omx Helsi 15;Finland;Index;-;-;OMXH15;Index;Q4-2017;0.803811;0.2799525;;;;;;1139.397;;;;;;;;;;1139.397;1;;;14.9638
Omx Helsi 25;Finland;Index;-;-;OMXH25;Index;Q4-2017;0.8267121;0.2645578;;;;;;4285.855;;;;;;;;;;4285.855;1;;;14.74905
Omx Helsi All;Finland;Index;-;-;OMXHPI;Index;Q4-2017;0.6446332;0.1831072;;;;;;10225.07;;;;;;;;;;10225.07;1;;;13.87615
Omx Helsi All GI;Finland;Index;-;-;OMXHGI;Index;Q4-2017;1.024487;0.3388678;;;;;;25072.64;;;;;;;;;;25072.64;1;;;13.80417
Omx Helsi Consumer;Finland;Index;-;-;HX3000PI;Index;Q4-2017;0.1777557;0.04590578;;;;;;1208.284;;;;;;;;;;1208.284;1;;;15.70023
Omx Helsi Financials;Finland;Index;-;-;HX8000PI;Index;Q4-2017;0.2593788;-0.05534928;;;;;;1654.488;;;;;;;;;;1654.488;1;;;16.20897
Omx Helsi Health;Finland;Index;-;-;HX4000PI;Index;Q4-2017;0.4552153;-0.07387213;;;;;;1497.687;;;;;;;;;;1497.687;1;;;25.20537
Omx Helsi Industrial;Finland;Index;-;-;HX2000PI;Index;Q4-2017;0.4122388;0.2032437;;;;;;1613.352;;;;;;;;;;1613.352;1;;;16.34225
Omx Helsi Large Cap;Finland;Index;-;-;OMXHLCPI;Index;Q4-2017;0.6151081;0.1601125;;;;;;112.9815;;;;;;;;;;112.9815;1;;;14.54437
Omx Helsi Materials;Finland;Index;-;-;HX1000PI;Index;Q4-2017;1.732373;0.7336559;;;;;;1645.365;;;;;;;;;;1645.365;1;;;20.5877
Omx Helsi Mid Cap;Finland;Index;-;-;OMXHMCPI;Index;Q4-2017;0.8008115;0.2918022;;;;;;361.9091;;;;;;;;;;361.9091;1;;;11.36852
Omx Helsi Oil&Gas;Finland;Index;-;-;HX0001PI;Index;Q4-2017;5.166519;1.957519;;;;;;6440.333;;;;;;;;;;6440.333;1;;;40.42645
Omx Helsi Services;Finland;Index;-;-;HX5000PI;Index;Q4-2017;0.6661608;0.6324429;;;;;;1052.628;;;;;;;;;;1052.628;1;;;17.81458
Omx Helsi Small Cap;Finland;Index;-;-;OMXHSCPI;Index;Q4-2017;0.9298173;0.3673722;;;;;;373.1626;;;;;;;;;;373.1626;1;;;9.67104
Omx Helsi Technology;Finland;Index;-;-;HX9000PI;Index;Q4-2017;0.8931394;-0.1978904;;;;;;1247.957;;;;;;;;;;1247.957;1;;;25.53194
Omx Helsi Telecom;Finland;Index;-;-;HX6000PI;Index;Q4-2017;0.9046816;0.3203641;;;;;;1905.592;;;;;;;;;;1905.592;1;;;18.70014
Omx Helsi Utilities;Finland;Index;-;-;HX7000PI;Index;Q4-2017;0.3903448;0.1639723;;;;;;1009.514;;;;;;;;;;1009.514;1;;;22.80443
Omx Sthlm 30;Sverige;Index;-;-;OMXS30;Index;Q4-2017;0.2920229;-0.04854359;;;;;;1569.513;;;;;;;;;;1569.513;1;;;15.67472
Omx Sthlm 30 GI;Sverige;Index;-;-;OMXS30GI;Index;Q4-2017;0.5533062;0.06706392;;;;;;258.2075;;;;;;;;;;258.2075;1;;;15.48083
Omx Sthlm 50 EW;Sverige;Index;-;-;OMXS50EW;Index;Q4-2017;1.000853;0.2862043;;;;;;595.3324;;;;;;;;;;595.3324;1;;;14.43476
Omx Sthlm 60;Sverige;Index;-;-;OMXS60PI;Index;Q4-2017;0.4291368;0.0301948;;;;;;181.0998;;;;;;;;;;181.0998;1;;;15.28983
Omx Sthlm 60 GI;Sverige;Index;-;-;OMXS60;Index;Q4-2017;0.6947493;0.1447152;;;;;;279.5526;;;;;;;;;;279.5526;1;;;15.15346
Omx Sthlm All;Sverige;Index;-;-;OMXSPI;Index;Q4-2017;0.5191165;0.07085562;;;;;;579.0699;;;;;;;;;;579.0699;1;;;14.61118
Omx Sthlm All GI;Sverige;Index;-;-;OMXSGI;Index;Q4-2017;0.7970096;0.1861373;;;;;;242.4536;;;;;;;;;;242.4536;1;;;14.50512
Omx Sthlm Consumer;Sverige;Index;-;-;SX3000PI;Index;Q4-2017;0.8464704;0.2802418;;;;;;2299.293;;;;;;;;;;2299.293;1;;;13.83369
Omx Sthlm Financials;Sverige;Index;-;-;SX8000PI;Index;Q4-2017;0.4149968;-0.02976822;;;;;;1782.809;;;;;;;;;;1782.809;1;;;16.14976
Omx Sthlm Health;Sverige;Index;-;-;SX4000PI;Index;Q4-2017;0.7008181;0.2584293;;;;;;1962.156;;;;;;;;;;1962.156;1;;;13.43023
Omx Sthlm Industrial;Sverige;Index;-;-;SX2000PI;Index;Q4-2017;0.8526604;0.2860022;;;;;;1876.862;;;;;;;;;;1876.862;1;;;17.88612
Omx Sthlm Large Cap;Sverige;Index;-;-;OMXSLCPI;Index;Q4-2017;0.4394929;0.03149652;;;;;;167.9593;;;;;;;;;;167.9593;1;;;15.04989
Omx Sthlm Materials;Sverige;Index;-;-;SX1000PI;Index;Q4-2017;1.480738;0.5020216;;;;;;2049.375;;;;;;;;;;2049.375;1;;;17.17753
Omx Sthlm Mid Cap;Sverige;Index;-;-;OMXSMCPI;Index;Q4-2017;1.487624;0.4863351;;;;;;819.6121;;;;;;;;;;819.6121;1;;;12.39314
Omx Sthlm Oil&Gas;Sverige;Index;-;-;SX0001PI;Index;Q4-2017;0.6555843;0.8828039;;;;;;1746.511;;;;;;;;;;1746.511;1;;;24.47519
Omx Sthlm Services;Sverige;Index;-;-;SX5000PI;Index;Q4-2017;-0.09080312;-0.3991364;;;;;;936.2798;;;;;;;;;;936.2798;1;;;17.91444
Omx Sthlm Small Cap;Sverige;Index;-;-;OMXSSCPI;Index;Q4-2017;1.691599;0.6290405;;;;;;824.6433;;;;;;;;;;824.6433;1;;;12.36334
Omx Sthlm Technology;Sverige;Index;-;-;SX9000PI;Index;Q4-2017;0.2804316;-0.01136448;;;;;;1116.302;;;;;;;;;;1116.302;1;;;24.26775
Omx Sthlm Telecom;Sverige;Index;-;-;SX6000PI;Index;Q4-2017;0.08143414;-0.07220692;;;;;;993.2469;;;;;;;;;;993.2469;1;;;18.88554
Omx Sthlm Utilities;Sverige;Index;-;-;SX7000PI;Index;Q4-2017;-0.349515;-0.3051269;;;;;;292.6994;;;;;;;;;;292.6994;1;;;24.63575
Oncology Venture;Sverige;Aktietorget;Hälsovård;Läkemedel;OV;Aktier;Q4-2017;;;;;-3.193404;86.35868;2.733929;168.598;15740.54;-0.6247852;;;-0.936264;;;;-39.564;180.576;10.944;-5.1669;0.000777778;73.78582
Oncopeptides;Sverige;Mid Cap;Hälsovård;Läkemedel;ONCO;Aktier;Q1-2018;;;;;-20.23212;;7.681838;4343.868;97465.77;-1.772506;;;-15.69301;;;;-207.9043;5008.812;38.828;-6.376;0.004100526;53.45022
Oniva Online Group;Sverige;First North;Informationsteknik;Programvara & Internet;ONG;Aktier;Q1-2018;-0.5974461;-0.122449;;;13.058;1.426567;1.745361;179.7454;7230.62;0.02794089;-0.5408541;-0.6145397;0.02431243;-0.3292263;;-7.340001;11.2;171.0454;19.889;0.6586;0.000377904;63.53207
Online Brands Nordic;Sverige;First North;Sällanköpsvaror;Återförsäljare;OBAB;Aktier;Q1-2018;-0.74;0.716;;;-8.003732;0.341817;8.174359;9.385734;17396.32;-0.5388369;-0.7900906;-0.4477827;-0.2290172;;;-2.0936;-1.370333;9.457734;22.046;-0.0536;0.000362622;153.8528
Onxeo;Denmark;Small Cap;Hälsovård;Läkemedel;ONXEO;Aktier;Q4-2017;;-0.7680048;;;-1.0972;6.818766;1.299548;376.9504;87549.91;-0.5380627;;;-0.5863885;;;;-167.2983;482.204;50.572;-8.6903;0.00039325;69.55849
OptiFreeze;Sverige;Aktietorget;Industri;Handel & Distribution;OPTI;Aktier;Q1-2018;;-0.0942409;;;-19.46226;96.21177;8.660083;157.2671;10782;-0.4439874;-0.6752813;-2.194525;-1.613019;;;-8.181401;-10.78167;170.8721;9.877;-0.8889;0.000996764;66.91006
OptiMobile;Sverige;Aktietorget;Telekommunikation;Telekommunikationstjänster;OPT;Aktier;Q1-2018;;;;;-22.64151;3.683002;2.109055;29.04792;;-0.3248655;;;-0.1664248;;;;-3.253333;28.46592;9.884;-0.1272;0.002404796;
OPUS Prodox;Sverige;Mid Cap;Industri;Produktion;OPUS;Aktier;Q1-2018;0.4216008;-0.2522222;0.082;0.07333333;22.54606;0.9820809;1.986057;3418.393;320312.7;0.08570386;0.1108611;0.05505206;0.0441861;0.04459181;0.08008953;-304.8378;-286.653;1950.872;289.877;0.2985;0.001141835;25.20415
Orava;Finland;Small Cap;Finans & Fastighet;Fastigheter;OREIT;Aktier;Q1-2018;;-0.569777;0.68;0.36;-14.14224;3.526108;0.5456358;150.1048;9649.3;-0.01747839;0.02839979;0.01585132;-0.008423881;;;-5.458;-0.4243332;50.01079;9.599;-0.3684;0.000804407;14.06188
Orexo;Sverige;Mid Cap;Hälsovård;Läkemedel;ORX;Aktier;Q1-2018;-0.4070176;-0.6092486;;;36.64354;1.781765;3.827236;1050.838;75433.83;0.08946881;-0.1198465;-0.02584833;0.1014249;;;-22.76;176.5667;1168.838;34.581;0.9224;0.001223648;40.28218
